1;LEITUNGSSTRANG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_000_K;L0L;3775 (g);~;CU: 1495 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
1;LTGS.INNENLEUCHTE;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_113_AD;L0L+3FA+9E1;68 (g);;CU: 35 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;113007;V.30G..SYS055_C55_1_1;C55;SP_KFL_1;1;1-39H;-;-;XA.J519.3;BCM_A;65;1-33G;N_105_114_01;-;N_037_003_9;-;-;970;RT/SW;0,5;V.30G..SYS055;x;113007;;;;
3;113010;ID_WIR134;ID_CON12;INL_1;1;1-48G;N_906_844_01;-;XA.J519.3;BCM_A;4;1-33G;N_105_112_01;-;N_037_008_9;-;-;1907;BR/SW;0,5;S.TK..SYS055;x;113010;;;;
3;113012;ID_WIR138;234;SP_31C7_3;1;1-35E;-;-;ID_CON12;INL_1;3;1-48G;N_906_843_01;-;N_037_098_8;-;-;1880;BR;0,35;M.31..MB_K-M7_C1;x;113012;;;;
3;113016;ID_WIR146;C55;SP_KFL_1;1;1-39H;-;-;ID_CON12;INL_1;2;1-48G;N_906_844_01;-;N_037_003_9;-;-;2561;RT/SW;0,5;V.30G..SYS055;x;113016;;;;
1;LTGS.KOFFERRAUMLEU;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_125_N;L0L+9E1;99 (g);;CU: 53 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;125001;S.DF_HK_VR..SYS055_83_1_3;83;SP_KFL_2;1;1-39H;-;-;XA.W3.2;KFL;1;1-57G;N_103_358_01;-;N_037_005_3;-;-;2958;BL/RT;0,5;S.DF_HK_VR..SYS055;x;125001;;;;
3;125002;V.30G..SYS055_XA.W3.2_2_1;XA.W3.2;KFL;2;1-57G;N_103_358_01;-;C55;SP_KFL_1;1;1-39H;-;-;N_037_003_9;-;-;2974;RT/SW;0,5;V.30G..SYS055;x;125002;;;;
3;125003;S.DF_HK_VR..SYS055_83_1_2;83;SP_KFL_2;1;1-39H;-;-;XA.J519.3;BCM_A;31;1-33G;N_907_649_01;-;N_037_005_3;-;-;986;BL/RT;0,5;S.DF_HK_VR..SYS055;x;125003;;;;
3;125008;ID_WIR294;83;SP_KFL_2;1;1-39H;-;-;ID_CON30;KS_HKL2_1;4;1-56D;N_103_361_01;-;N_037_005_3;-;-;3313;BL/RT;0,5;S.DF_HK_VR..SYS055;x;125008;;;;
1;LTGS.EINPARKHILFE;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_161_C;L0L+7X1+8TC;138 (g);;CU: 78 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_161_E;L0L+7X0+8TC;17 (g);;CU: 0 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;Ltg-Nr.;;;
3;161001;S.LSP-..SYS064_XA.J446.3_2_1;XA.J446.3;PDC_A;2;1-55H;N_907_647_01;-;XA.H15.1;LSP_PDC;2;1-56G;N_907_647_01;-;N_037_090_8;-;-;446;WS/BR;0,35;S.LSP-..SYS064;x;-;161001;;;
3;161002;S.LSP+..SYS064_XA.J446.3_10_1;XA.J446.3;PDC_A;10;1-55H;N_907_647_01;-;XA.H15.1;LSP_PDC;1;1-56G;N_907_647_01;-;N_037_090_3;-;-;446;WS/RT;0,35;S.LSP+..SYS064;x;-;161002;;;
3;161003;M.31..MB_K-M12_A1_XA.J446.3_8_1;XA.J446.3;PDC_A;8;1-55H;N_907_649_01;-;260;SP_31H;1;1-56H;-;-;N_037_008_8;-;-;222;BR;0,5;M.31..MB_K-M12_A1;x;-;161003;;;
3;161004;V.15A..SC_F10_XA.J446.3_1_1;XA.J446.3;PDC_A;1;1-55H;N_907_647_01;-;XA.SC.1;SITR;10A;1-31H;N_906_843_01;-;N_037_099_6;-;-;3542;SW/GN;0,35;V.15A..SC_F10;x;-;161004;;;
3;161005;V.15..ZAS_E1_A38_1_6;A38;SP_15_05;1;1-39F;-;-;XA.SC.1;SITR;10B;1-31H;N_906_845_01;-;N_037_039_9;-;-;694;SW;1,5;V.15..ZAS_E1;x;-;161005;;;
3;161006;V.SP..SYS064_THRR.1A1_1_1;THRR.1A1;KS_PDC_1;1;1-62H;N_105_111_03;357_972_740_E;XC.J446.3;PDC_C;11;1-55H;N_907_647_01;-;N_037_097_3;-;-;1341;GR/RT;0,35;V.SP..SYS064;x;-;161006;;;
3;161007;S.SIGNAL..SYS064.1_THRR.1A1_5_1;THRR.1A1;KS_PDC_1;5;1-62H;N_105_111_03;357_972_740_E;XC.J446.3;PDC_C;3;1-55H;N_907_647_01;-;N_037_096_1;-;-;1341;GN/GE;0,35;S.SIGNAL..SYS064.1;x;-;161007;;;
3;161008;S.SIGNAL..SYS064.2_THRR.1A1_4_1;THRR.1A1;KS_PDC_1;4;1-62H;N_105_111_03;357_972_740_E;XC.J446.3;PDC_C;4;1-55H;N_907_647_01;-;N_037_099_1;-;-;1341;SW/GE;0,35;S.SIGNAL..SYS064.2;x;-;161008;;;
3;161009;S.SIGNAL..SYS064_THRR.1A1_3_1;THRR.1A1;KS_PDC_1;3;1-62H;N_105_111_03;357_972_740_E;XC.J446.3;PDC_C;5;1-55H;N_907_647_01;-;N_037_094_1;-;-;1341;VI/GE;0,35;S.SIGNAL..SYS064;x;-;161009;;;
3;161010;M.31-SM..SYS064_THRR.1A1_2_1;THRR.1A1;KS_PDC_1;2;1-62H;N_105_111_03;357_972_740_E;XC.J446.3;PDC_C;8;1-55H;N_907_647_01;-;N_037_097_8;-;-;1341;GR/BR;0,35;M.31-SM..SYS064;x;-;161010;;;
3;161011;D.CANHA.._XA.J446.3_6_1;XA.J446.3;PDC_A;6;1-55H;N_907_647_01;-;E123;SP_CANHA1;1;1-38G;-;-;N_901_916_03;SL161001;1-or/sw;3507;OR/SW;0,35;D.CANHA..;x;-;161011;;;
3;161012;D.CANLA.._XA.J446.3_15_1;XA.J446.3;PDC_A;15;1-55H;N_907_647_01;-;E124;SP_CANLA2;1;1-37G;-;-;N_901_916_03;SL161001;2-or/br;3462;OR/BR;0,35;D.CANLA..;x;-;161012;;;
1;LTGS.STECKDOSE;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_175_B;L0L+9JD;4 (g);;CU: 3 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;175001;V.58d..BCM_B4_A19_1_8;A19;SP_58_1;1;1-38D;-;-;XA.U1.1;ZIG;3;1-44D;N_907_325_01;-;N_037_097_5;-;-;729;GR/BL;0,35;V.58d..BCM_B4;x;175001;;;;
1;LTGS.SERVOLENKUNG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_180_D;L0L;411 (g);;CU: 278 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;180001;M.31..MB_K-M13_A1_XA.J500.1_1_1;XA.J500.1;CEPS_A;1;1-33E;N_106_867_02;-;XA.639.1;MB_13_1;1;1-38J;N_017_017_2;-;N_101_627_04;-;-;1270;BR;10;M.31..MB_K-M13_A1;x;180001;;;;
3;180003;V.30A..SA_E1_XA.J500.1_2_1;XA.J500.1;CEPS_A;2;1-33E;N_106_867_02;-;XE.SA.4;HSB_E1;1;1-21G;N_907_619_01;-;N_101_627_03;-;-;1365;RT/SW;10;V.30A..SA_E1;x;180003;;;;
3;180004;V.15A..SC_F16_B13_1_2;B13;SP_15A_S;1;1-34E;-;-;XB.J500.1;CEPS_B;3;1-33E;N_105_111_01;-;N_037_098_6;-;-;90;BR/GN;0,35;V.15A..SC_F16;x;180004;;;;
3;180005;D.CANLA.._XB.J500.1_1_1;XB.J500.1;CEPS_B;1;1-33E;N_105_111_01;-;E124;SP_CANLA2;1;1-37G;-;-;N_901_916_03;SL180001;2-or/br;538;OR/BR;0,35;D.CANLA..;x;180005;;;;
3;180006;D.CANHA.._XB.J500.1_2_1;XB.J500.1;CEPS_B;2;1-33E;N_105_111_01;-;E123;SP_CANHA1;1;1-38G;-;-;N_901_916_03;SL180001;1-or/sw;583;OR/SW;0,35;D.CANHA..;x;180006;;;;
1;LTGS.HORN;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_191_F;L0L+8Y4;172 (g);;CU: 52 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;191001;M.31..MB_K-M3_A1_119_1_4;119;SP_31JA_S;1;1-21C;-;-;XA.H2.2;FHT;2;1-15C;N_104_427_01;357_972_741;N_037_028_8;-;-;1051;BR;1;M.31..MB_K-M3_A1;x;191001;;;;
3;191005;V.71b..SYS055_A90_1_2;XA.J519.3;BCM_A;72;1-33G;N_105_118_01;-;XA.H2.2;FHT;1;1-15C;N_104_428_01;357_972_741_A;N_037_039_1;-;-;2638;SW/GE;1,5;V.71b..SYS055;x;191005;;;;
1;LTGS.CARDSYSTEM;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_217;L0L+F0Q;119 (g);;CU: 74 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;217001;ID_WIR509;507;SP_30_03;1;1-31H;-;-;XA.ST1.1;SITR_4;1A;1-35J;N_907_327_01;-;N_037_033_3;-;-;330;RT;1,5;V.30A..SA_D1;x;217001;;;;
3;217002;ID_WIR510;A192;SP_15_07;1;1-39F;-;-;XA.ST1.1;SITR_4;2A;1-35J;N_907_326_01;-;N_037_029_9;-;-;642;SW;1;V.15..ZAS_E1;x;217002;;;;
3;217003;ID_WIR511;B445;SP_31BA1;1;1-42A;-;-;ID_CON70;SP_31_CDIS;P1;1-39A;-;-;N_037_028_8;-;-;231;BR;1;M.31..MB_K-M9_A1;x;217003;;;;
3;217005;ID_WIR513;TS29.1A1;KS_HSK;1;1-34A;N_907_647_01;-;ID_CON71;SP_30A_CDIS;P2;1-35B;-;-;N_037_093_1;-;-;545;RT/GE;0,35;V.30A..;x;217005;;;;
3;217006;ID_WIR515;TS29.1A1;KS_HSK;2;1-34A;N_907_647_01;-;ID_CON70;SP_31_CDIS;P2;1-39A;-;-;N_037_098_8;-;-;250;BR;0,35;M.31..MB_K-M9_A1;x;217006;;;;
3;217007;ID_WIR517;TS29.1A1;KS_HSK;3;1-34A;N_907_647_01;-;XA.J676.1;CDIS_A;10;1-37A;N_907_647_01;-;N_901_916_19;SL217007;1-or/bl;475;OR/BL;0,35;D.CANHP..;x;217007;;;;
3;217008;ID_WIR519;TS29.1A1;KS_HSK;4;1-34A;N_907_647_01;-;XA.J676.1;CDIS_A;26;1-37A;N_907_647_01;-;N_901_916_19;SL217007;2-or/br;475;OR/BR;0,35;D.CANLP..;x;217008;;;;
3;217009;ID_WIR521;XA.ST1.1;SITR_4;1B;1-35J;N_907_326_01;-;ID_CON71;SP_30A_CDIS;P1;1-35B;-;-;N_037_023_1;-;-;1162;RT/GE;1;V.30A..;x;217009;;;;
3;217010;ID_WIR523;XA.ST1.1;SITR_4;2B;1-35J;N_907_326_01;-;ID_CON72;SP_15A_CDIS;P1;1-35B;-;-;N_037_009_5;-;-;1147;SW/BL;0,5;V.15A..;x;217010;;;;
3;217011;ID_WIR525;XA.J676.1;CDIS_A;3;1-37A;N_907_647_01;-;A146;SP_CANHK;1;1-36F;-;-;N_901_916_04;SL217011;1-or/gn;1635;OR/GN;0,35;D.CANHK..;x;217011;;;;
3;217012;ID_WIR527;XA.J676.1;CDIS_A;19;1-37A;N_907_647_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL217011;2-or/br;1558;OR/BR;0,35;D.CANLK..;x;217012;;;;
3;217013;ID_WIR529;XA.J676.1;CDIS_A;8;1-37A;N_907_647_01;-;E123;SP_CANHA1;1;1-38G;-;-;N_901_916_03;SL217013;1-or/sw;1660;OR/SW;0,35;D.CANHA..;x;217013;;;;
3;217014;ID_WIR531;XA.J676.1;CDIS_A;24;1-37A;N_907_647_01;-;E124;SP_CANLA2;1;1-37G;-;-;N_901_916_03;SL217013;2-or/br;1615;OR/BR;0,35;D.CANLA..;x;217014;;;;
3;217015;ID_WIR533;XA.J676.1;CDIS_A;14;1-37A;N_907_647_01;-;ID_CON72;SP_15A_CDIS;P3;1-35B;-;-;N_037_099_5;-;-;655;SW/BL;0,35;V.15A..;x;217015;;;;
3;217016;ID_WIR535;XA.J676.1;CDIS_A;30;1-37A;N_907_647_01;-;ID_CON72;SP_15A_CDIS;P4;1-35B;-;-;N_037_099_5;-;-;655;SW/BL;0,35;V.15A..;x;217016;;;;
3;217017;ID_WIR537;XA.J676.1;CDIS_A;15;1-37A;N_907_647_01;-;ID_CON71;SP_30A_CDIS;P3;1-35B;-;-;N_037_093_1;-;-;640;RT/GE;0,35;V.30A..;x;217017;;;;
3;217018;ID_WIR539;XA.J676.1;CDIS_A;31;1-37A;N_907_647_01;-;ID_CON71;SP_30A_CDIS;P4;1-35B;-;-;N_037_093_1;-;-;640;RT/GE;0,35;V.30A..;x;217018;;;;
3;217019;ID_WIR541;XA.J676.1;CDIS_A;16;1-37A;N_907_647_01;-;ID_CON70;SP_31_CDIS;P3;1-39A;-;-;N_037_098_8;-;-;345;BR;0,35;M.31..MB_K-M9_A1;x;217019;;;;
3;217020;ID_WIR543;XA.J676.1;CDIS_A;32;1-37A;N_907_647_01;-;ID_CON70;SP_31_CDIS;P4;1-39A;-;-;N_037_098_8;-;-;345;BR;0,35;M.31..MB_K-M9_A1;x;217020;;;;
1;LTGS.FRONTSCH.HZG.;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_219_B;L0L+4GX;301 (g);;CU: 114 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;219001;S.86..FSH_XA.J519.3_50_1;XA.J519.3;BCM_A;50;1-33G;N_907_647_01;-;XA.J47.1;R_FSH1_E;1;1-35H;N_105_116_01;-;N_037_099_8;-;-;348;SW/BR;0,35;S.86..FSH;x;219001;;;;
3;219002;M.31..MB_K-M7_C1_234_1_6;234;SP_31C7_3;1;1-35E;-;-;XA.J47.1;R_FSH1_E;2;1-35H;N_105_116_01;-;N_037_098_8;-;-;450;BR;0,35;M.31..MB_K-M7_C1;x;219002;;;;
3;219003;V.30A..SD_F11_XA.J47.1_3_1;XA.J47.1;R_FSH1_E;3;1-35H;N_105_118_01;-;XA.SD.1;SITR_3;11A;1-37E;N_907_327_01;-;N_037_043_8;-;-;595;RT/BR;2,5;V.30A..SD_F11;x;219003;;;;
3;219004;X.NONE..FSH_L_A82_1_1;A82;SP_86_FSH_E;1;1-35F;-;-;XA.J47.1;R_FSH1_E;5;1-35H;N_105_118_01;-;N_037_049_8;-;-;319;SW/BR;2,5;X.NONE..FSH_L;x;219004;;;;
3;219005;X.NONE..FSH_L_A82_1_2;A82;SP_86_FSH_E;1;1-35F;-;-;XA.J611.1;R_FSH2_E;1;1-34H;N_105_118_01;-;N_037_049_8;-;-;353;SW/BR;2,5;X.NONE..FSH_L;x;219005;;;;
3;219006;M.31..MB_K-M7_C1_234_1_7;234;SP_31C7_3;1;1-35E;-;-;XA.J611.1;R_FSH2_E;2;1-34H;N_105_117_01;-;N_037_008_8;-;-;484;BR;0,5;M.31..MB_K-M7_C1;x;219006;;;;
3;219007;V.30A..SD_F12_XA.J611.1_3_1;XA.J611.1;R_FSH2_E;3;1-34H;N_105_118_01;-;XA.SD.1;SITR_3;12A;1-37E;N_907_327_01;-;N_037_043_0;-;-;630;RT/WS;2,5;V.30A..SD_F12;x;219007;;;;
3;219008;X.NONE..FSH_R_XA.J611.1_5_1;XA.J611.1;R_FSH2_E;5;1-34H;N_105_118_01;-;XB.Z2.2;FSH_E;2;1-21D;N_907_327_02;357_972_742_B;N_037_049_0;-;-;1219;SW/WS;2,5;X.NONE..FSH_R;x;219008;;;;
3;219009;X.NONE..FSH_L_A82_1_3;A82;SP_86_FSH_E;1;1-35F;-;-;XB.Z2.2;FSH_E;1;1-21D;N_907_327_02;357_972_742_B;N_037_049_8;-;-;1066;SW/BR;2,5;X.NONE..FSH_L;x;219009;;;;
1;LTGS.REGENSENSOR;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_249_D;L0L;56 (g);;CU: 38 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;249004;ID_WIR150;ID_CON14;RGS_E_1;2;1-47D;N_907_649_01;-;136;SP_31C7_2;1;1-35F;-;-;N_037_018_8;-;-;2243;BR;0,75;M.31..MB_K-M7_C1;x;249004;;;;
3;249005M;D.LIN_BUS..Dach_XB.J519.3_24_1;XB.J519.3;BCM_B;24;1-33G;N_907_649_01;-;B130;SP_LIN_D;1;1-39G;-;-;N_037_004_0;-;-;558;VI/WS;0,5;D.LIN_BUS..Dach;x;249005M;;;;
3;249005N;ID_WIR152;B130;SP_LIN_D;1;1-39G;-;-;ID_CON14;RGS_E_1;3;1-47D;N_907_649_01;-;N_037_004_0;-;-;1857;VI/WS;0,5;D.LIN_BUS..Dach;x;249005N;;;;
3;249006;ID_WIR154;ID_CON14;RGS_E_1;1;1-47D;N_907_647_01;-;A1;SP_30A_LM_E;1;1-36F;-;-;N_037_093_1;-;-;2160;RT/GE;0,35;V.30A..SD_F08;x;249006;;;;
1;LTGS.INTERNET;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_283_E;L0L+EL1;213 (g);;CU: 109 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;283001;V.30A..SD_F01_XA.J794.1_1_1;XA.J794.1;OCU;1;1-45C;N_907_647_01;-;XA.SD.1;SITR_3;1A;1-37E;N_907_325_01;-;N_037_093_0;-;-;2873;RT/WS;0,35;V.30A..SD_F01;x;283001;;;;
3;283002;M.31..MB_K-M9_A1_XA.J794.1_26_1;XA.J794.1;OCU;26;1-45C;N_907_649_01;-;XA.43.1._9_2;MB_9_2;1;1-42A;N_017_506_3;-;N_037_008_8;-;-;975;BR;0,5;M.31..MB_K-M9_A1;x;283002;;;;
3;283003;V.30A..SA_D1_P1_1_6;P1;SP_30_02;1;1-33H;-;-;XA.SD.1;SITR_3;1;1-37E;N_907_327_01;-;N_037_043_3;-;-;525;RT;2,5;V.30A..SA_D1;x;283003;;;;
3;283004;D.CANHK.._A146_1_1;A146;SP_CANHK;1;1-36F;-;-;XA.J794.1;OCU;14;1-45C;N_907_647_01;-;N_901_916_04;SL283001;1-or/gn;2685;OR/GN;0,35;D.CANHK..;x;283004;;;;
3;283005;D.CANLK.._A147_1_1;A147;SP_CANLK;1;1-36F;-;-;XA.J794.1;OCU;2;1-45C;N_907_647_01;-;N_901_916_04;SL283001;2-or/br;2608;OR/BR;0,35;D.CANLK..;x;283005;;;;
3;283014;ID_WIR298;ID_CON36;ANT_GSM;1;1-54E;-;-;ID_CON28;OCUB;1;1-44B;-;-;N_909_934_01;SL283006;1-Signal;3391;ND;0,37;A.ANTENNE..GSM_SYS077;x;283014;;;;
3;283015;ID_WIR300;ID_CON36;ANT_GSM;2;1-54E;-;-;ID_CON28;OCUB;2;1-44B;-;-;N_909_934_01;SL283006;2-Schirm;3391;SW;0,5;S.SCHIRM..GSM_SYS077;x;283015;;;;
3;283016;ID_WIR302;ID_CON37;ANT_GPS;1;1-55E;-;-;ID_CON28;OCUB;3;1-44B;-;-;N_909_934_01;SL283007;1-Signal;3371;ND;0,37;A.ANTENNE..GPS_SYS077;x;283016;;;;
3;283017;ID_WIR304;ID_CON37;ANT_GPS;2;1-55E;-;-;ID_CON28;OCUB;4;1-44B;-;-;N_909_934_01;SL283007;2-Schirm;3371;SW;0,5;S.SCHIRM..GPS_SYS077;x;283017;;;;
1;LTGS.MIKROFON;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_285_D;L0L+3FA+9ZX;52 (g);;CU: 22 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;285001;S.Mik+.SYS_077._V54_1_1;V54;SP_MIK;1;1-39D;-;-;XB.R.5;RAD_B1;1;1-39B;N_907_649_01;-;N_037_000_0;-;-;315;WS;0,5;S.Mik+.SYS_077.;x;285001;;;;
3;285002;S.Mik-.SYS_077._V55_1_1;V55;SP_SCHIRM;1;1-39C;-;-;XB.R.5;RAD_B1;7;1-39B;N_907_649_01;-;N_037_009_9;-;-;285;SW;0,5;S.Mik-.SYS_077.;x;285002;;;;
3;285015;ID_WIR156;ID_CON20;SP_MIK_3;P1;1-48F;-;-;ID_CON13;MIK_1_1;2;1-48F;N_103_358_01;-;N_037_000_0;-;-;160;WS;0,5;S.Mik+.SYS_077.;x;285015;;;;
3;285016;ID_WIR158;ID_CON21;SP_SCHIRM_3;P1;1-48F;-;-;ID_CON13;MIK_1_1;1;1-48F;N_103_358_01;-;N_037_009_9;-;-;190;SW;0,5;S.Mik-.SYS_077.;x;285016;;;;
3;285019;ID_WIR164;ID_CON20;SP_MIK_3;P1;1-48F;-;-;V54;SP_MIK;1;1-39D;-;-;N_105_784_01;SL285005;1-Signal;2515;BLK;0,14;S.Mik+.SYS_077.;x;285019;;;;
3;285020;ID_WIR166;ID_CON21;SP_SCHIRM_3;P1;1-48F;-;-;V55;SP_SCHIRM;1;1-39C;-;-;N_105_784_01;SL285005;2-Schirm;2515;SW;0,5;S.Mik-.SYS_077.;x;285020;;;;
1;LTGS.SCHNITTSTELLE;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_295;L0L+UI5;79 (g);;CU: 31 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;295008;ID_WIR40;XA.U41.2;USB_1;6;1-40D;N_907_649_01;-;XC.R.5;RAD_C1;3;1-37D;N_907_649_01;-;N_037_013_5;-;-;566;RT/BL;0,75;V.USB_5V.SYS_077.;x;295008;;;;
3;295009;ID_WIR42;XA.U41.2;USB_1;7;1-40D;N_907_649_01;-;XC.R.5;RAD_C1;4;1-37D;N_907_649_01;-;N_037_019_5;-;-;566;SW/BL;0,75;M.USB_GND.SYS_077..1;x;295009;;;;
3;295010;ID_WIR44;XA.U41.2;USB_1;4;1-40D;-;-;XH.R.5;RAD_H1_1;1;1-38B;-;-;N_107_889_01;SL295001;4-sw;670;SW;0,5;V.USB_D+.SYS_077.;x;295010;;;;
3;295011;ID_WIR46;XA.U41.2;USB_1;3;1-40D;-;-;XH.R.5;RAD_H1_1;2;1-38B;-;-;N_107_889_01;SL295001;1-gn;670;GN;0,5;X.NONE.SYS_077.USB;x;295011;;;;
3;295012;ID_WIR48;XA.U41.2;USB_1;2;1-40D;-;-;XH.R.5;RAD_H1_1;3;1-38B;-;-;N_107_889_01;SL295001;2-rt;670;RT;0,5;M.USB_D-.SYS_077.;x;295012;;;;
3;295013;ID_WIR50;XA.U41.2;USB_1;1;1-40D;-;-;XH.R.5;RAD_H1_1;4;1-38B;-;-;N_107_889_01;SL295001;3-bl;670;BL;0,5;M.USB_GND.SYS_077.;x;295013;;;;
3;295014;ID_WIR52;XA.U41.2;USB_1;5S;1-40D;-;-;XH.R.5;RAD_H1_1;5S;1-38B;-;-;N_107_889_01;SL295001;5-sw;670;SW;1,13;S.USB_Shield.SYS_077.;x;295014;;;;
1;LTGS.KAMERA;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_327;L0L+KA0;124 (g);;CU: 54 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_327_A;L0L+KA1;336 (g);~;CU: 168 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V3;12S_970_327;L0L;93 (g);~;CU: 35 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.;;
3;327001;V.58..KZL_A53_1_1;A53;SP_KZL;1;1-55H;-;-;XB.J519.3;BCM_B;7;1-33G;N_105_112_01;-;N_037_007_5;-;-;3360;GR/BL;0,5;V.58..KZL;x;x;-;327001;;
3;327002;M.31..MB_K-M12_A1_260_1_3;260;SP_31H;1;1-56H;-;-;XA.X4.2;KZL_L;1;1-65H;N_105_112_03;357_972_740_E;N_037_008_8;-;-;1685;BR;0,5;M.31..MB_K-M12_A1;x;-;-;327002;;
